文件ID,来源文件,标题,字符数,所属人物,内容身份,分级,分级理由,对应主题,推荐用途,主版本,替代版本,是否需要事实核验,是否存在错误归因风险,芒格模型身份层级,模型身份说明,编辑可信度
DOC-081,content/interviews/巴菲特：对话_IVEY_商学院学生_2008.md,巴菲特：对话 IVEY 商学院学生 2008,4181,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|资本配置|内在价值与安全边际,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话_IVEY_商学院学生_2008.md,无,抽检,低,,,高
DOC-082,content/interviews/巴菲特：对话_IVEY_商学院学生_2010.md,巴菲特：对话 IVEY 商学院学生 2010,5415,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,资本配置|市场、风险与错误|企业质量与护城河,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话_IVEY_商学院学生_2010.md,无,抽检,低,,,高
DOC-083,content/interviews/巴菲特：对话_IVEY_商学院学生_2012.md,巴菲特：对话 IVEY 商学院学生 2012,8589,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|长期复利与品格|企业质量与护城河,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话_IVEY_商学院学生_2012.md,无,抽检,低,,,高
DOC-084,content/interviews/巴菲特：对话_IVEY_商学院学生_2014.md,巴菲特：对话 IVEY 商学院学生 2014,9596,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,伯克希尔制度|市场、风险与错误|资本配置,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话_IVEY_商学院学生_2014.md,无,抽检,低,,,高
DOC-085,content/interviews/巴菲特：对话_IVEY_商学院学生_2015.md,巴菲特：对话 IVEY 商学院学生 2015,7562,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|长期复利与品格|资本配置,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话_IVEY_商学院学生_2015.md,无,抽检,低,,,高
DOC-086,content/interviews/巴菲特：对话奥奎尔俱乐部_2004.md,巴菲特：对话奥奎尔俱乐部 2004,19576,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|企业质量与护城河|伯克希尔制度,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话奥奎尔俱乐部_2004.md,无,抽检,低,,,高
DOC-087,content/interviews/巴菲特：对话八所商学院学生_2011.md,巴菲特：对话八所商学院学生 2011,24327,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,长期复利与品格|市场、风险与错误|企业质量与护城河,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话八所商学院学生_2011.md,无,抽检,低,,,高
DOC-088,content/interviews/巴菲特：对话八所商学院学生_2013.md,巴菲特：对话八所商学院学生 2013,8138,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|企业质量与护城河|资本配置,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话八所商学院学生_2013.md,无,抽检,低,,,高
DOC-089,content/interviews/巴菲特：对话八所商学院学生_2016.md,巴菲特：对话八所商学院学生 2016,4806,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|伯克希尔制度|保险与浮存金,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话八所商学院学生_2016.md,无,抽检,低,,,高
DOC-090,content/interviews/巴菲特：对话范德比尔特大学学生_2005.md,巴菲特：对话范德比尔特大学学生 2005,6437,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|长期复利与品格|能力圈与集中投资,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话范德比尔特大学学生_2005.md,无,抽检,低,,,高
DOC-091,content/interviews/巴菲特：对话哥大商学院学生_2009.md,巴菲特：对话哥大商学院学生,18630,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|长期复利与品格|资本配置,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话哥大商学院学生_2009.md,无,抽检,低,,,高
DOC-092,content/interviews/巴菲特：对话堪萨斯大学学生_2005.md,巴菲特：对话堪萨斯大学学生 2005,5663,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|能力圈与集中投资|长期复利与品格,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话堪萨斯大学学生_2005.md,无,抽检,低,,,高
DOC-093,content/interviews/巴菲特：对话六所商学院学生_2009.md,巴菲特：对话六所商学院学生 2009,7913,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|保险与浮存金|资本配置,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话六所商学院学生_2009.md,无,抽检,低,,,高
DOC-094,content/interviews/巴菲特：对话内布拉斯加大学学生_2005.md,巴菲特：对话内布拉斯加大学学生 2005,10894,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|长期复利与品格|伯克希尔制度,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话内布拉斯加大学学生_2005.md,无,抽检,低,,,高
DOC-095,content/interviews/巴菲特：对话内大商学院_2001.md,巴菲特：对话内大商学院 2001,4097,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,长期复利与品格|伯克希尔制度|管理层与企业文化,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话内大商学院_2001.md,无,抽检,低,,,高
DOC-096,content/interviews/巴菲特：对话瑞士洛桑国际管理学院_2008.md,巴菲特：对话瑞士洛桑国际管理学院,12925,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,长期复利与品格|伯克希尔制度|市场、风险与错误,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话瑞士洛桑国际管理学院_2008.md,无,抽检,低,,,高
DOC-097,content/interviews/巴菲特：对话商学院学生_2008.md,巴菲特：对话商学院学生 2008,7412,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|能力圈与集中投资|管理层与企业文化,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话商学院学生_2008.md,无,抽检,低,,,高
DOC-098,content/interviews/巴菲特：对话田纳西大学学生_2003.md,巴菲特：对话田纳西大学学生 2003,6928,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|能力圈与集中投资|长期复利与品格,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话田纳西大学学生_2003.md,无,抽检,低,,,高
DOC-099,content/interviews/巴菲特：对话沃顿商学院学生_2003.md,巴菲特：对话沃顿商学院学生 2003,7265,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|伯克希尔制度|长期复利与品格,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话沃顿商学院学生_2003.md,无,抽检,低,,,高
DOC-100,content/interviews/巴菲特：对话沃顿商学院学生_2004.md,巴菲特：对话沃顿商学院学生 2004,10375,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|资本配置|保险与浮存金,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话沃顿商学院学生_2004.md,无,抽检,低,,,高
DOC-101,content/interviews/巴菲特：对话佐治亚大学学生_2007.md,巴菲特：对话佐治亚大学学生 2007,17015,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|伯克希尔制度|资本配置,案例/侧栏/延伸阅读,content/interviews/巴菲特：对话佐治亚大学学生_2007.md,无,抽检,低,,,高
DOC-102,content/interviews/巴菲特：家族三代谈慈善_2013.md,巴菲特：家族三代谈慈善 2013,15251,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|长期复利与品格|管理层与企业文化,案例/侧栏/延伸阅读,content/interviews/巴菲特：家族三代谈慈善_2013.md,无,抽检,低,,,高
DOC-103,content/interviews/巴菲特：解析经济危机_2008.md,巴菲特：解析经济危机 2008,15970,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|伯克希尔制度|资本配置,案例/侧栏/延伸阅读,content/interviews/巴菲特：解析经济危机_2008.md,无,抽检,低,,,高
DOC-104,content/interviews/巴菲特：金融危机调查委员会专访_2010.md,巴菲特：金融危机调查委员会专访,55645,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|长期复利与品格|保险与浮存金,案例/侧栏/延伸阅读,content/interviews/巴菲特：金融危机调查委员会专访_2010.md,无,抽检,低,,,高
DOC-105,content/interviews/巴菲特：恐慌是会传染的，我们必须做点什么_2009.md,巴菲特：恐慌是会传染的，我们必须做点什么,43203,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|保险与浮存金|资本配置,案例/侧栏/延伸阅读,content/interviews/巴菲特：恐慌是会传染的，我们必须做点什么_2009.md,无,抽检,低,,,高
DOC-106,content/interviews/巴菲特：如何教孩子理财_2013.md,巴菲特：如何教孩子理财 2013,986,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,长期复利与品格|市场、风险与错误,案例/侧栏/延伸阅读,content/interviews/巴菲特：如何教孩子理财_2013.md,无,抽检,低,,,高
DOC-107,content/interviews/巴菲特：谈可口可乐薪酬方案_2014.md,巴菲特：谈可口可乐薪酬方案,3748,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,企业质量与护城河|市场、风险与错误|伯克希尔制度,案例/侧栏/延伸阅读,content/interviews/巴菲特：谈可口可乐薪酬方案_2014.md,无,抽检,低,,,高
DOC-108,content/interviews/巴菲特：跳着踢踏舞去上班_2012.md,巴菲特：跳着踢踏舞去上班 2012,23964,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|长期复利与品格|资本配置,案例/侧栏/延伸阅读,content/interviews/巴菲特：跳着踢踏舞去上班_2012.md,无,抽检,低,,,高
DOC-109,content/interviews/巴菲特：我为什么慷慨解囊_2006.md,巴菲特：我为什么慷慨解囊 2006,15073,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,伯克希尔制度|长期复利与品格|市场、风险与错误,案例/侧栏/延伸阅读,content/interviews/巴菲特：我为什么慷慨解囊_2006.md,无,抽检,低,,,高
DOC-110,content/interviews/巴菲特：追忆唐基奥_2015.md,巴菲特：追忆唐基奥 2015,9523,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,企业质量与护城河|市场、风险与错误|长期复利与品格,案例/侧栏/延伸阅读,content/interviews/巴菲特：追忆唐基奥_2015.md,无,抽检,低,,,高
DOC-111,content/interviews/巴菲特：CNBC_专访_2009.md,巴菲特：CNBC 专访 2009,6091,巴菲特,访谈转录与中文整理,B,访谈适合补充案例、市场环境和人生主题，不宜整篇进入主书。,市场、风险与错误|长期复利与品格|管理层与企业文化,案例/侧栏/延伸阅读,content/interviews/巴菲特：CNBC_专访_2009.md,无,抽检,低,,,高
