year,company,section_title,mapped_chapter,mapped_chapter_title,relevance,reason
2021,每日期刊,商学院的教育应该重在商业史，我提倡自学、跨学科学,1,第一章 一把锤子为什么不够,high,包含关键词「跨学科、自学、跨学科、跨学科学」，与「第一章 一把锤子为什么不够」主题高度相关
2021,每日期刊,人生的秘诀就是：降低预期，咬牙苦干,5,第五章 逆向：先问怎样会失败,high,包含关键词「降低预期、咬牙苦干」，与「第五章 逆向：先问怎样会失败」主题高度相关
2021,每日期刊,投机的出现是必然，聪明人远离泡沫,9,第九章 群体、权威与被剥夺感,high,包含关键词「泡沫、投机」，与「第九章 群体、权威与被剥夺感」主题高度相关
2021,每日期刊,市场经济中出现投机热很正常,9,第九章 群体、权威与被剥夺感,high,包含关键词「投机、投机热」，与「第九章 群体、权威与被剥夺感」主题高度相关
2021,每日期刊,游戏驿站逼空、SPAC、罗宾汉券商都很恶劣,9,第九章 群体、权威与被剥夺感,high,包含关键词「SPAC、游戏驿站、逼空」，与「第九章 群体、权威与被剥夺感」主题高度相关
2021,每日期刊,我不认为比特币将取代现有的交换媒介,9,第九章 群体、权威与被剥夺感,medium,包含关键词「比特币」，与「第九章 群体、权威与被剥夺感」主题高度相关
2021,每日期刊,臧否宏观金融政策没有意义，关键在于提高社会保障能力,9,第九章 群体、权威与被剥夺感,medium,包含关键词「宏观」，与「第九章 群体、权威与被剥夺感」主题高度相关
2021,每日期刊,每日期刊已经建立了优势，但股价太贵,12,第十二章 好企业让少行动成为优势,medium,包含关键词「每日期刊」，与「第十二章 好企业让少行动成为优势」主题高度相关
2021,每日期刊,我觉得每日期刊公司能行，但我不能保证,12,第十二章 好企业让少行动成为优势,medium,包含关键词「每日期刊」，与「第十二章 好企业让少行动成为优势」主题高度相关
2021,每日期刊,企业文化成就开市客，毁掉通用电气,12,第十二章 好企业让少行动成为优势,high,包含关键词「开市客、企业文化、通用电气」，与「第十二章 好企业让少行动成为优势」主题高度相关
2021,每日期刊,银行确实是好生意，但管好很难,12,第十二章 好企业让少行动成为优势,high,包含关键词「好生意、好生意」，与「第十二章 好企业让少行动成为优势」主题高度相关
2021,每日期刊,不卖富国银行，因为本来对银行管理层就不抱期望,12,第十二章 好企业让少行动成为优势,high,包含关键词「管理层、富国银行、富国」，与「第十二章 好企业让少行动成为优势」主题高度相关
2021,每日期刊,对于喜欢的公司我们会很忠诚，前提是我们看得懂,12,第十二章 好企业让少行动成为优势,high,包含关键词「喜欢、看得懂」，与「第十二章 好企业让少行动成为优势」主题高度相关
2021,每日期刊,比亚迪这样的公司我是边做边学,12,第十二章 好企业让少行动成为优势,medium,包含关键词「比亚迪」，与「第十二章 好企业让少行动成为优势」主题高度相关
2021,每日期刊,为什么选择开市客而不是亚马逊,12,第十二章 好企业让少行动成为优势,high,包含关键词「开市客、亚马逊」，与「第十二章 好企业让少行动成为优势」主题高度相关
2021,每日期刊,房地产、创业、氢能、HAVEN......我无法胜任的问题多了去了,12,第十二章 好企业让少行动成为优势,high,包含关键词「房地产、地产」，与「第十二章 好企业让少行动成为优势」主题高度相关
2021,每日期刊,瑞克·盖林从不垂头丧气,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「盖林、瑞克·盖林、瑞克」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2021,每日期刊,我不会改变投资方法，也不去和红杉、亨利·辛格尔顿比,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「辛格尔顿、亨利·辛格尔顿」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2021,每日期刊,盖瑞·萨尔兹曼的故事能告诉你我们怎么识人察人,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「识人、察人、萨尔兹曼」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2021,每日期刊,中国和新加坡取得的瞩目成就，令人钦佩,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「新加坡」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2021,每日期刊,吉恩·阿贝格这一套仍然管用,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2021,每日期刊,关于慈善,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,金融系统正风气，在人性的阻力面前不可能做好,7,第七章 误判不是偶然：心理倾向的系统,high,包含关键词「人性、正风气、人性的阻力」，与「第七章 误判不是偶然：心理倾向的系统」主题高度相关
2022,每日期刊,人员精简、充分放权，让我们避免了官僚病,8,第八章 激励：制度比劝诫更诚实,high,包含关键词「官僚、官僚病、人员精简」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
2022,每日期刊,高管薪酬问题就是代理问题,8,第八章 激励：制度比劝诫更诚实,high,包含关键词「薪酬、代理问题、高管薪酬」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
2022,每日期刊,邓小平推动了一场巨大的改革,8,第八章 激励：制度比劝诫更诚实,high,包含关键词「邓小平推动、改革」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
2022,每日期刊,加密货币、游戏驿站逼空，市场的疯狂从不曾停止，但价值投资永不过时,9,第九章 群体、权威与被剥夺感,high,包含关键词「疯狂、加密货币、游戏驿站」，与「第九章 群体、权威与被剥夺感」主题高度相关
2022,每日期刊,印钞的后果，我们不得而知,9,第九章 群体、权威与被剥夺感,medium,包含关键词「印钞」，与「第九章 群体、权威与被剥夺感」主题高度相关
2022,每日期刊,指数基金影响太大不会有好结果，怎么投资还是看能力大小,9,第九章 群体、权威与被剥夺感,high,包含关键词「指数基金、指数」，与「第九章 群体、权威与被剥夺感」主题高度相关
2022,每日期刊,每日期刊的未来一片光明,12,第十二章 好企业让少行动成为优势,medium,包含关键词「每日期刊」，与「第十二章 好企业让少行动成为优势」主题高度相关
2022,每日期刊,我不欣赏令人沉迷的游戏，怀念小时候读的《世界百科全书》,12,第十二章 好企业让少行动成为优势,medium,包含关键词「游戏」，与「第十二章 好企业让少行动成为优势」主题高度相关
2022,每日期刊,不支持削弱互联网公司，国会没有大的道德问题,12,第十二章 好企业让少行动成为优势,medium,包含关键词「互联网公司」，与「第十二章 好企业让少行动成为优势」主题高度相关
2022,每日期刊,发展新能源、保存石油能源是明智的做法,12,第十二章 好企业让少行动成为优势,high,包含关键词「能源、石油、新能源」，与「第十二章 好企业让少行动成为优势」主题高度相关
2022,每日期刊,传统媒体的衰落是文明的重大损失,12,第十二章 好企业让少行动成为优势,high,包含关键词「传统媒体、媒体」，与「第十二章 好企业让少行动成为优势」主题高度相关
2022,每日期刊,因为有臃肿的公司，才有3G资本的用武之地,12,第十二章 好企业让少行动成为优势,medium,包含关键词「3G资本」，与「第十二章 好企业让少行动成为优势」主题高度相关
2022,每日期刊,很难预测好公司未来将如何，但微软、苹果、Alphabet、开市客会一直强大,12,第十二章 好企业让少行动成为优势,high,包含关键词「好公司、开市客、微软」，与「第十二章 好企业让少行动成为优势」主题高度相关
2022,每日期刊,投资中国，是因为能买到更多价值,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「投资中国」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2022,每日期刊,我们合作无间、幸福生活的秘诀,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「合作、合作无间、幸福生活」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2022,每日期刊,李光耀与俾斯麦,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「李光耀、俾斯麦」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2022,每日期刊,疫情带来了很多影响，我们应该适应,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,关于助学贷款和无窗学生宿舍,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,现代文明社会，生活越来越好，幸福感却越来越低,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,股东们愿意听我们说，我们就年复一年地讲,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[A],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[B],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[C],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[D],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[E],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[F],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[G],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[H],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[I],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[J],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[K],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[L],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[M],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[N],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[O],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[P],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[Q],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[R],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[S],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[T],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[W],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[X],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[Y],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2022,每日期刊,[Z],16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
